"","fips","Hillary Clinton","Donald Trump","Jill Stein","Gary Johnson","Third","diff"
"1822","39057",28023,47506,646,3169,3815,-19483
"1823","39059",4286,11164,93,529,622,-6878
"1824","39061",207587,169972,3521,12750,16271,37615
"1825","39063",9419,23777,312,1493,1805,-14358
"1826","39065",2870,8541,76,450,526,-5671
"1827","39067",1663,5021,51,171,222,-3358
"1828","39069",3690,9136,108,638,746,-5446
"1829","39071",3436,13005,95,428,523,-9569
"1830","39073",3713,8282,87,352,439,-4569
"1831","39075",1766,8578,48,369,417,-6812
"1832","39077",7080,15930,186,897,1083,-8850
"1833","39079",3142,9618,60,352,412,-6476
"1834","39081",9483,20668,190,815,1005,-11185
"1835","39083",7959,18563,204,881,1085,-10604
"1836","39085",45056,62627,905,3702,4607,-17571
"1837","39087",6849,18240,156,564,720,-11391
"1838","39089",26360,49346,682,2575,3257,-22986
"1839","39091",4537,15586,122,640,762,-11049
"1840","39093",64958,65346,1224,4414,5638,-388
"1841","39095",107363,74102,2172,7214,9386,33261
"1842","39097",4662,11319,106,583,689,-6657
"1843","39099",56188,52808,856,2559,3415,3380
"1844","39101",7748,16563,226,956,1182,-8815
"1845","39103",31582,53811,693,2893,3586,-22229
"1846","39105",2157,6869,59,263,322,-4712
"1847","39107",3335,17200,108,552,660,-13865
"1848","39109",12832,36311,305,1792,2097,-23479
"1849","39111",1647,4781,36,161,197,-3134
"1850","39113",117661,120766,2183,8085,10268,-3105
"1851","39115",1711,4315,42,186,228,-2604
"1852","39117",3711,11722,98,555,653,-8011
"1853","39119",10926,23588,251,1215,1466,-12662
"1854","39121",1201,4441,34,148,182,-3240
"1855","39123",8136,12389,143,935,1078,-4253
"1856","39125",2068,6359,71,269,340,-4291
"1857","39127",4072,9978,99,394,493,-5906
"1858","39129",6325,16482,165,732,897,-10157
"1859","39131",3443,7669,54,269,323,-4226
"1860","39133",31463,38978,800,2325,3125,-7515
"1861","39135",4323,15376,126,548,674,-11053
"1862","39137",2874,14704,69,626,695,-11830
"1863","39139",15629,35805,373,1586,1959,-20176
"1864","39141",9905,17833,198,869,1067,-7928
"1865","39143",9733,16045,302,1229,1531,-6312
"1866","39145",8841,19742,201,671,872,-10901
"1867","39147",7237,14559,236,1270,1506,-7322
"1868","39149",4143,18148,120,572,692,-14005
"1869","39151",66581,96345,1355,5541,6896,-29764
"1870","39153",129922,109531,2244,7226,9470,20391
"1871","39155",42130,48152,830,2434,3264,-6022
"1872","39157",11895,26105,275,1560,1835,-14210
"1873","39159",7530,17601,196,1088,1284,-10071
"1874","39161",2667,10328,102,419,521,-7661
"1875","39163",1332,3799,43,164,207,-2467
"1876","39165",33036,75947,697,4237,4934,-42911
"1877","39167",7841,19901,201,872,1073,-12060
"1878","39169",14670,31622,364,1586,1950,-16952
"1879","39171",4287,11706,124,690,814,-7419
"1880","39173",26440,31734,642,3133,3775,-5294
"1881","39175",2484,7346,83,424,507,-4862
"1882","40001",1374,4753,NA,341,NA,-3379
"1883","40003",216,1931,NA,109,NA,-1715
"1884","40005",795,4068,NA,139,NA,-3273
"1885","40007",176,1987,NA,74,NA,-1811
"1886","40009",958,6287,NA,284,NA,-5329
"1887","4001",12196,5315,326,822,1148,6881
"1888","40011",711,2884,NA,198,NA,-2173
"1889","40013",2793,10449,NA,533,NA,-7656
"1890","40015",2418,6473,NA,445,NA,-4055
"1891","40017",11666,39969,NA,3615,NA,-28303
"1892","40019",4002,13751,NA,780,NA,-9749
"1893","40021",5455,9992,NA,1040,NA,-4537
"1894","40023",1064,4202,NA,153,NA,-3138
"1895","40025",70,962,NA,45,NA,-892
"1896","40027",38790,62469,NA,8067,NA,-23679
"1897","40029",411,1892,NA,90,NA,-1481
"1898","4003",15291,25036,798,2022,2820,-9745
"1899","40031",11439,19153,NA,1912,NA,-7714
"1900","40033",424,2054,NA,124,NA,-1630
"1901","40035",1249,4279,NA,250,NA,-3030
"1902","40037",5834,21539,NA,1413,NA,-15705
"1903","40039",2102,7818,NA,611,NA,-5716
"1904","40041",3306,11796,NA,578,NA,-8490
"1905","40043",222,1964,NA,60,NA,-1742
"1906","40045",155,1610,NA,61,NA,-1455
"1907","40047",4391,15998,NA,1303,NA,-11607
"1908","40049",1852,8243,NA,436,NA,-6391
"1909","4005",25308,16573,931,2117,3048,8735
"1910","40051",3878,17293,NA,1086,NA,-13415
"1911","40053",287,1827,NA,86,NA,-1540
"1912","40055",323,1482,NA,91,NA,-1159
"1913","40057",224,714,NA,37,NA,-490
"1914","40059",131,1307,NA,47,NA,-1176
"1915","40061",882,3697,NA,155,NA,-2815
"1916","40063",961,3387,NA,177,NA,-2426
"1917","40065",1473,5969,NA,364,NA,-4496
"1918","40067",365,1905,NA,75,NA,-1540
"1919","40069",782,3081,NA,138,NA,-2299
"1920","4007",6746,13672,204,776,980,-6926
"1921","40071",3734,12168,NA,893,NA,-8434
"1922","40073",783,5151,NA,189,NA,-4368
"1923","40075",766,2593,NA,130,NA,-1827
"1924","40077",797,3094,NA,159,NA,-2297
"1925","40079",3245,13346,NA,608,NA,-10101
"1926","40081",2423,10838,NA,740,NA,-8415
"1927","40083",4239,13613,NA,1096,NA,-9374
"1928","40085",735,2920,NA,132,NA,-2185
"1929","40087",2893,13151,NA,795,NA,-10258
"1930","40089",1799,8642,NA,268,NA,-6843
"1931","4009",3301,8025,116,497,613,-4724
"1932","40091",2122,5501,NA,335,NA,-3379
"1933","40093",310,2940,NA,149,NA,-2630
"1934","40095",1095,4202,NA,190,NA,-3107
"1935","40097",3423,11550,NA,739,NA,-8127
"1936","40099",1086,4173,NA,266,NA,-3087
"1937","40101",7969,15029,NA,1195,NA,-7060
"1938","40103",901,3707,NA,262,NA,-2806
"1939","40105",742,3321,NA,174,NA,-2579
"1940","40107",943,2791,NA,199,NA,-1848
"1941","40109",112661,141429,NA,19519,NA,-28768
"1942","4011",1092,1892,59,200,259,-800
"1943","40111",4379,8926,NA,619,NA,-4547
"1944","40113",5593,12559,NA,790,NA,-6966
"1945","40115",2584,7627,NA,475,NA,-5043
"1946","40117",1341,4716,NA,289,NA,-3375
"1947","40119",8785,16644,NA,2320,NA,-7859
"1948","4012",1318,3381,55,177,232,-2063
"1949","40121",3704,12740,NA,806,NA,-9036
"1950","40123",3633,10420,NA,761,NA,-6787
"1951","40125",6005,17826,NA,1586,NA,-11821
"1952","40127",748,3581,NA,154,NA,-2833
"1953","40129",151,1546,NA,61,NA,-1395
"1954","4013",549040,590465,13697,48732,62429,-41425
"1955","40131",7895,30893,NA,2046,NA,-22998
"1956","40133",2067,5612,NA,353,NA,-3545
"1957","40135",3061,10888,NA,488,NA,-7827
"1958","40137",3084,14166,NA,636,NA,-11082
"1959","40139",855,4615,NA,301,NA,-3760
"1960","40141",657,1944,NA,105,NA,-1287
"1961","40143",87663,143985,NA,14909,NA,-56322
"1962","40145",6711,22967,NA,1568,NA,-16256
"1963","40147",5047,15810,NA,1351,NA,-10763
"1964","40149",588,3851,NA,189,NA,-3263
"1965","4015",16485,54656,662,2386,3048,-38171
"1966","40151",521,2945,NA,199,NA,-2424
"1967","40153",871,6329,NA,373,NA,-5458
"1968","4017",15362,18165,634,1248,1882,-2803
"1969","4019",195649,147019,5029,13065,18094,48630
"1970","4021",35737,53857,965,3246,4211,-18120
"1971","4023",10684,3650,197,395,592,7034
"1972","4025",29705,58862,1144,3069,4213,-29157
"1973","4027",18336,20586,438,1399,1837,-2250
"1974","41001",1781,6160,133,405,538,-4379
"1975","41003",28431,13030,1528,2588,4116,15401
"1976","41005",90187,79062,3357,9530,12887,11125
"1977","41007",8899,7794,539,926,1465,1105
"1978","41009",9959,12967,550,1601,2151,-3008
"1979","41011",10355,17699,744,1383,2127,-7344
"1980","41013",2591,8388,155,504,659,-5797
"1981","41015",4253,7157,266,487,753,-2904
"1982","41017",40222,43667,1859,4836,6695,-3445
"1983","41019",13891,34112,988,2359,3347,-20221
"1984","41021",221,632,6,78,84,-411
"1985","41023",732,3187,47,205,252,-2455
"1986","41025",682,2904,42,222,264,-2222
"1987","41027",6359,3223,299,502,801,3136
"1988","41029",43550,53083,2908,4248,7156,-9533
"1989","41031",2892,5337,174,471,645,-2445
"1990","41033",13223,26582,1029,1779,2808,-13359
"1991","41035",7080,20170,496,1494,1990,-13090
"1992","41037",628,3001,40,145,185,-2373
"1993","41039",100497,66218,6072,8285,14357,34279
"1994","41041",12300,9901,728,1106,1834,2399
"1995","41043",17456,32683,1284,3301,4585,-15227
"1996","41045",2213,7141,174,422,596,-4928
"1997","41047",48803,54336,2170,5495,7665,-5533
"1998","41049",1004,2698,52,235,287,-1694
"1999","41051",271754,63055,11383,11570,22953,208699
"2000","41053",15741,18333,851,2105,2956,-2592
"2001","41055",202,726,11,44,55,-524
"2002","41057",5701,6486,324,750,1074,-785
"2003","41059",7466,16775,471,1404,1875,-9309
"2004","41061",3221,8378,198,668,866,-5157
"2005","41063",1097,2825,82,173,255,-1728
"2006","41065",4634,5721,231,665,896,-1087
"2007","41067",137818,75903,4979,13334,18313,61915
"2008","41069",153,583,10,46,56,-430
"2009","41071",18635,22589,952,2940,3892,-3954
"2010","42001",14077,31249,399,1222,1621,-17172
"2011","42003",363017,257488,5021,15854,20875,105529
"2012","42005",6849,22676,136,661,797,-15827
"2013","42007",30225,46081,477,1914,2391,-15856
"2014","42009",3613,19455,100,259,359,-15842
"2015","42011",75169,93094,1906,5016,6922,-17925
"2016","42013",13093,37224,325,1188,1513,-24131
"2017","42015",6263,17957,136,875,1011,-11694
"2018","42017",165861,163873,3138,8500,11638,1988
"2019","42019",26834,61388,587,2856,3443,-34554
"2020","42021",17798,40510,395,1216,1611,-22712
"2021","42023",469,1495,4,50,54,-1026
"2022","42025",8917,18714,265,686,951,-9797
"2023","42027",36555,35099,789,2609,3398,1456
"2024","42029",140188,115582,2231,7818,10049,24606
"2025","42031",4256,12545,114,466,580,-8289
"2026","42033",7700,23909,212,741,953,-16209
"2027","42035",4533,9701,119,450,569,-5168
"2028","42037",8502,17387,259,841,1100,-8885
"2029","42039",10215,23912,250,986,1236,-13697
"2030","42041",44282,65649,908,3720,4628,-21367
"2031","42043",64287,60620,1168,3459,4627,3667
"2032","42045",169169,106559,2512,5650,8162,62610
"2033","42047",3637,9704,77,371,448,-6067
"2034","42049",54820,57168,1104,3689,4793,-2348
"2035","42051",17826,34388,230,839,1069,-16562
"2036","42053",626,1680,19,60,79,-1054
"2037","42055",17322,49554,449,1689,2138,-32232
"2038","42057",904,5676,37,93,130,-4772
"2039","42059",4157,10394,80,263,343,-6237
"2040","42061",4487,14369,96,414,510,-9882
"2041","42063",11468,24920,220,924,1144,-13452
"2042","42065",3437,14533,106,404,510,-11096
"2043","42067",1810,8234,71,200,271,-6424
"2044","42069",51593,48102,889,1903,2792,3491
"2045","42071",90066,137145,1992,8437,10429,-47079
"2046","42073",13933,25323,244,860,1104,-11390
"2047","42075",17860,38804,406,1557,1963,-20944
"2048","42077",77087,70285,1338,3795,5133,6802
"2049","42079",51454,77508,1164,2287,3451,-26054
"2050","42081",12926,35475,380,1291,1671,-22549
"2051","42083",3802,11159,148,393,541,-7357
"2052","42085",17631,30034,400,1297,1697,-12403
"2053","42087",3563,14050,79,473,552,-10487
"2054","42089",31930,31706,728,1407,2135,224
"2055","42091",251063,160803,3650,10764,14414,90260
"2056","42093",2851,5274,72,287,359,-2423
"2057","42095",65936,71384,1363,3647,5010,-5448
"2058","42097",9184,24418,287,907,1194,-15234
"2059","42099",4630,15613,163,619,782,-10983
"2060","42101",560542,105418,6452,6786,13238,455124
"2061","42103",9247,16035,226,487,713,-6788
"2062","42105",1300,6247,34,165,199,-4947
"2063","42107",16724,43937,448,1406,1854,-27213
"2064","42109",3991,11710,111,451,562,-7719
"2065","42111",7367,27347,166,676,842,-19980
"2066","42113",756,2318,14,65,79,-1562
"2067","42115",5065,13295,192,559,751,-8230
"2068","42117",3642,12928,134,517,651,-9286
"2069","42119",6138,10605,141,444,585,-4467
"2070","42121",5889,15254,142,688,830,-9365
"2071","42123",4828,12032,122,525,647,-7204
"2072","42125",34436,58941,708,2553,3261,-24505
"2073","42127",6398,15269,193,420,613,-8871
"2074","42129",59506,116427,932,4323,5255,-56921
"2075","42131",3573,8375,112,305,417,-4802
"2076","42133",67428,126933,1542,6376,7918,-59505
"2077","44001",14532,8910,313,936,1249,5622
"2078","44003",37582,38141,1043,2925,3968,-559
"2079","44005",22680,14975,585,1521,2106,7705
"2080","44007",141597,90321,3158,6742,9900,51276
"2081","44009",33511,27074,1056,2519,3575,6437
"2082","45001",3712,6742,36,128,164,-3030
"2083","45003",25426,45981,459,1796,2255,-20555
"2084","45005",2722,788,11,22,33,1934
"2085","45007",21040,56109,436,1589,2025,-35069
"2086","45009",3886,2197,17,51,68,1689
"2087","45011",4395,4888,35,87,122,-493
"2088","45013",29577,39986,456,1859,2315,-10409
"2089","45015",30492,44223,539,2461,3000,-13731
"2090","45017",3569,3785,34,105,139,-216
"2091","45019",89048,75233,1673,7263,8936,13815
"2092","45021",6089,15165,80,242,322,-9076
"2093","45023",6582,7272,50,175,225,-690
"2094","45025",7125,9576,49,195,244,-2451
"2095","45027",7635,7246,27,125,152,389
"2096","45029",7616,9083,79,262,341,-1467
"2097","45031",13866,14973,133,385,518,-1107
"2098","45033",5832,5637,54,79,133,195
"2099","45035",24010,34932,446,2048,2494,-10922
"2100","45037",4491,6842,35,152,187,-2351
"2101","45039",6936,4024,48,119,167,2912
"2102","45041",26630,29498,255,850,1105,-2868
"2103","45043",13234,17334,163,497,660,-4100
"2104","45045",73338,125595,1467,6399,7866,-52257
"2105","45047",10633,16881,159,579,738,-6248
"2106","45049",5163,3483,19,69,88,1680
"2107","45051",36731,83819,777,2136,2913,-47088
"2108","45053",7789,6100,40,159,199,1689
"2109","45055",10293,17464,142,559,701,-7171
"2110","45057",13718,23598,161,760,921,-9880
"2111","45059",8845,16770,124,373,497,-7925
"2112","45061",5170,2789,22,61,83,2381
"2113","45063",35143,79866,891,3574,4465,-44723
"2114","45065",2479,2651,8,47,55,-172
"2115","45067",8522,5434,65,103,168,3088
"2116","45069",5928,4257,33,70,103,1671
"2117","45071",6212,10011,65,312,377,-3799
"2118","45073",7979,24096,224,722,946,-16117
"2119","45075",26258,11909,124,307,431,14349
"2120","45077",10327,36096,326,1189,1515,-25769
"2121","45079",108401,52753,1378,3935,5313,55648
"2122","45081",2809,5525,42,105,147,-2716
"2123","45083",39888,76101,759,2436,3195,-36213
"2124","45085",24024,18733,202,641,843,5291
"2125","45087",4727,7058,48,137,185,-2331
"2126","45089",9949,4863,50,84,134,5086
"2127","45091",41230,66245,676,3468,4144,-25015
"2128","46003",340,974,NA,74,NA,-634
"2129","46005",1912,4455,NA,323,NA,-2543
"2130","46007",412,666,NA,57,NA,-254
"2131","46009",704,2105,NA,129,NA,-1401
"2132","46011",4879,6748,NA,881,NA,-1869
"2133","46013",5452,9613,NA,915,NA,-4161
"2134","46015",571,1565,NA,125,NA,-994
"2135","46017",296,171,NA,18,NA,125
"2136","46019",693,3355,NA,246,NA,-2662
"2137","46021",105,704,NA,20,NA,-599
"2138","46023",935,2382,NA,98,NA,-1447
"2139","46025",398,1139,NA,103,NA,-741
"2140","46027",2608,2109,NA,295,NA,499
"2141","46029",3174,7764,NA,600,NA,-4590
"2142","46031",535,588,NA,34,NA,-53
"2143","46033",1120,3290,NA,255,NA,-2170
"2144","46035",2355,5157,NA,349,NA,-2802
"2145","46037",974,1627,NA,116,NA,-653
"2146","46039",570,1366,NA,117,NA,-796
"2147","46041",887,723,NA,71,NA,164
"2148","46043",214,1338,NA,41,NA,-1124
"2149","46045",380,1433,NA,86,NA,-1053
"2150","46047",821,2511,NA,166,NA,-1690
"2151","46049",204,858,NA,45,NA,-654
"2152","46051",970,2381,NA,175,NA,-1411
"2153","46053",391,1600,NA,78,NA,-1209
"2154","46055",77,936,NA,27,NA,-859
"2155","46057",555,2051,NA,124,NA,-1496
"2156","46059",334,1391,NA,76,NA,-1057
"2157","46061",424,1497,NA,59,NA,-1073
"2158","46063",38,694,NA,31,NA,-656
"2159","46065",2449,5174,NA,480,NA,-2725
"2160","46067",692,2517,NA,112,NA,-1825
"2161","46069",125,543,NA,17,NA,-418
"2162","46071",323,722,NA,36,NA,-399
"2163","46073",264,648,NA,36,NA,-384
"2164","46075",69,450,NA,32,NA,-381
"2165","46077",703,1680,NA,139,NA,-977
"2166","46079",2314,4038,NA,358,NA,-1724
"2167","46081",3356,7411,NA,934,NA,-4055
"2168","46083",8076,15499,NA,1413,NA,-7423
"2169","46085",369,977,NA,56,NA,-608
"2170","46087",623,1794,NA,130,NA,-1171
"2171","46089",192,892,NA,43,NA,-700
"2172","46091",754,1056,NA,117,NA,-302
"2173","46093",2223,8441,NA,832,NA,-6218
"2174","46095",238,402,NA,32,NA,-164
"2175","46097",281,706,NA,67,NA,-425
"2176","46099",30610,42043,NA,4753,NA,-11433
"2177","46101",1042,1729,NA,131,NA,-687
"2178","46103",14074,29804,NA,3338,NA,-15730
"2179","46105",188,1333,NA,70,NA,-1145
"2180","46107",215,1069,NA,40,NA,-854
"2181","46109",1539,2142,NA,164,NA,-603
"2182","46111",241,819,NA,51,NA,-578
"2183","46115",919,1854,NA,143,NA,-935
"2184","46117",329,1148,NA,77,NA,-819
"2185","46119",137,679,NA,40,NA,-542
"2186","46121",1505,487,NA,96,NA,1018
"2187","46123",462,2069,NA,84,NA,-1607
"2188","46125",961,2937,NA,216,NA,-1976
"2189","46127",2227,5288,NA,312,NA,-3061
"2190","46129",457,1896,NA,79,NA,-1439
"2191","46135",3301,5654,NA,551,NA,-2353
"2192","46137",352,368,NA,28,NA,-16
"2193","47001",9010,19201,189,1033,1222,-10191
"2194","47003",3384,11455,75,306,381,-8071
"2195","47005",1474,4715,14,83,97,-3241
"2196","47007",896,3621,18,95,113,-2725
"2197","47009",12085,37385,313,1661,1974,-25300
"2198","47011",7070,29761,210,1098,1308,-22691
"2199","47013",2248,9860,45,251,296,-7612
"2200","47015",1126,4006,28,106,134,-2880
"2201","47017",2323,7731,38,181,219,-5408
"2202","47019",3453,16897,130,409,539,-13444
"2203","47021",3877,11295,99,463,562,-7418
"2204","47023",902,3827,8,95,103,-2925
"2205","47025",1831,8589,29,190,219,-6758
"2206","47027",707,2140,11,47,58,-1433
"2207","47029",1980,9791,59,211,270,-7811
"2208","47031",4741,14409,113,515,628,-9668
"2209","47033",1302,3977,13,76,89,-2675
"2210","47035",5202,20410,99,471,570,-15208
"2211","47037",148473,84365,2450,9578,12028,64108
"2212","47039",894,3580,16,70,86,-2686
"2213","47041",1566,5164,49,117,166,-3598
"2214","47043",4718,13213,93,487,580,-8495
"2215","47045",2815,10175,48,193,241,-7360
"2216","47047",5865,13046,62,261,323,-7181
"2217","47049",1100,6032,37,107,144,-4932
"2218","47051",4372,11526,66,319,385,-7154
"2219","47053",5255,13779,66,304,370,-8524
"2220","47055",2915,7964,41,162,203,-5049
"2221","47057",1154,6618,27,126,153,-5464
"2222","47059",4211,18538,151,479,630,-14327
"2223","47061",998,3626,19,80,99,-2628
"2224","47063",4075,15839,93,443,536,-11764
"2225","47065",55260,78661,1097,5437,6534,-23401
"2226","47067",322,1842,13,42,55,-1520
"2227","47069",4174,4912,30,84,114,-738
"2228","47071",1622,8012,96,134,230,-6390
"2229","47073",3502,16611,90,396,486,-13109
"2230","47075",3704,3010,19,60,79,694
"2231","47077",1796,8118,39,170,209,-6322
"2232","47079",3061,9483,60,223,283,-6422
"2233","47081",1823,5685,39,161,200,-3862
"2234","47083",865,2180,12,88,100,-1315
"2235","47085",1967,4928,26,166,192,-2961
"2236","47087",1129,3229,17,62,79,-2100
"2237","47089",3490,14760,115,497,612,-11270
"2238","47091",988,5400,39,102,141,-4412
"2239","47093",62861,105724,1634,7453,9087,-42863
"2240","47095",577,1357,6,18,24,-780
"2241","47097",3656,4884,14,87,101,-1228
"2242","47099",2821,12419,77,271,348,-9598
"2243","47101",890,3579,42,59,101,-2689
"2244","47103",2550,10375,46,229,275,-7825
"2245","47105",4916,17588,87,573,660,-12672
"2246","47107",3507,14673,69,339,408,-11166
"2247","47109",1847,7839,110,150,260,-5992
"2248","47111",1071,6260,36,91,127,-5189
"2249","47113",15438,21321,140,660,800,-5883
"2250","47115",2829,7680,50,220,270,-4851
"2251","47117",2848,8167,59,255,314,-5319
"2252","47119",10026,23781,166,921,1087,-13755
"2253","47121",856,3337,19,77,96,-2481
"2254","47123",3184,13361,58,344,402,-10177
"2255","47125",21686,32320,540,2336,2876,-10634
"2256","47127",496,2325,17,71,88,-1829
"2257","47129",1053,5429,17,115,132,-4376
"2258","47131",2425,9525,36,193,229,-7100
"2259","47133",1943,6055,31,111,142,-4112
"2260","47135",597,2167,23,59,82,-1570
"2261","47137",536,2019,7,36,43,-1483
"2262","47139",1252,5097,26,114,140,-3845
"2263","47141",6847,18981,224,756,980,-12134
"2264","47143",1942,8650,35,221,256,-6708
"2265","47145",4833,15863,101,596,697,-11030
"2266","47147",6634,19393,161,717,878,-12759
"2267","47149",36627,64428,891,3910,4801,-27801
"2268","47151",934,6044,21,80,101,-5110
"2269","47153",1051,4434,25,127,152,-3383
"2270","47155",6293,28610,211,915,1126,-22317
"2271","47157",206640,114948,1955,6830,8785,91692
"2272","47159",1688,5485,30,171,201,-3797
"2273","47161",1222,3864,21,147,168,-2642
"2274","47163",11910,45577,340,1704,2044,-33667
"2275","47165",18153,50105,368,2101,2469,-31952
"2276","47167",5779,16893,90,484,574,-11114
"2277","47169",943,2099,6,72,78,-1156
"2278","47171",1260,5666,52,139,191,-4406
"2279","47173",1010,5024,24,108,132,-4014
"2280","47175",539,1820,8,46,54,-1281
"2281","47177",3535,9535,61,339,400,-6000
"2282","47179",13003,34179,478,1464,1942,-21176
"2283","47181",717,5034,9,56,65,-4317
"2284","47183",2770,9001,62,220,282,-6231
"2285","47185",1842,7657,45,149,194,-5815
"2286","47187",30992,68160,523,4510,5033,-37168
"2287","47189",14356,39304,467,1801,2268,-24948
"2288","48001",3358,13165,57,307,364,-9807
"2289","48003",836,3925,18,147,165,-3089
"2290","48005",7538,21666,106,560,666,-14128
"2291","48007",2458,7730,41,238,279,-5272
"2292","48009",394,3785,10,80,90,-3391
"2293","48011",70,924,5,18,23,-854
"2294","48013",4635,8598,65,307,372,-3963
"2295","48015",2319,9637,51,248,299,-7318
"2296","48017",397,1343,5,39,44,-946
"2297","48019",1726,8159,66,262,328,-6433
"2298","48021",10555,16314,320,1061,1381,-5759
"2299","48023",191,1267,3,31,34,-1076
"2300","48025",3443,4743,34,238,272,-1300
"2301","48027",37608,51780,811,3800,4611,-14172
"2302","48029",319191,240161,6633,20053,26686,79030
"2303","48031",1244,4212,33,180,213,-2968
"2304","48033",31,330,1,3,4,-299
"2305","48035",1277,6325,40,155,195,-5048
"2306","48037",8831,24913,144,582,726,-16082
"2307","48039",43075,72653,803,3765,4568,-29578
"2308","48041",23041,38662,532,3801,4333,-15621
"2309","48043",1869,2073,76,208,284,-204
"2310","48045",91,625,4,14,18,-534
"2311","48047",1937,613,14,32,46,1324
"2312","48049",1621,12010,65,253,318,-10389
"2313","48051",1491,5316,20,118,138,-3825
"2314","48053",3785,14595,103,563,666,-10810
"2315","48055",4663,6516,102,428,530,-1853
"2316","48057",2118,4638,33,168,201,-2520
"2317","48059",568,4858,23,107,130,-4290
"2318","48061",59319,29432,822,2231,3053,29887
"2319","48063",1260,3201,15,66,81,-1941
"2320","48065",249,2617,11,68,79,-2368
"2321","48067",2250,9182,33,141,174,-6932
"2322","48069",526,1413,10,47,57,-887
"2323","48071",2939,13278,59,385,444,-10339
"2324","48073",3466,12896,34,305,339,-9430
"2325","48075",253,1802,5,24,29,-1549
"2326","48077",536,4376,12,87,99,-3840
"2327","48079",190,679,3,29,32,-489
"2328","48081",140,1265,2,16,18,-1125
"2329","48083",387,3177,18,53,71,-2790
"2330","48085",139837,200395,2523,13790,16313,-60558
"2331","48087",145,983,4,22,26,-838
"2332","48089",1977,6323,36,144,180,-4346
"2333","48091",14166,44996,343,2062,2405,-30830
"2334","48093",788,4300,21,99,120,-3512
"2335","48095",148,885,7,27,34,-737
"2336","48097",2345,13174,60,315,375,-10829
"2337","48099",5057,12212,160,698,858,-7155
"2338","48101",84,486,2,11,13,-402
"2339","48103",299,1047,7,28,35,-748
"2340","48105",372,980,4,39,43,-608
"2341","48107",468,1180,5,59,64,-712
"2342","48109",454,280,5,23,28,174
"2343","48111",222,1258,9,46,55,-1036
"2344","48113",458845,261865,6085,23854,29939,196980
"2345","48115",835,2636,11,80,91,-1801
"2346","48117",1185,2911,14,91,105,-1726
"2347","48119",400,1836,7,36,43,-1436
"2348","48121",110000,169175,2633,11479,14112,-59175
"2349","48123",1161,5510,27,124,151,-4349
"2350","48125",128,755,3,23,26,-627
"2351","48127",2173,974,21,57,78,1199
"2352","48129",190,1225,5,40,45,-1035
"2353","48131",2783,1316,11,49,60,1467
"2354","48133",776,6008,31,120,151,-5232
"2355","48135",10225,24976,167,1005,1172,-14751
"2356","48137",302,741,5,17,22,-439
"2357","48139",16197,44807,322,1738,2060,-28610
"2358","48141",145509,54567,2914,7468,10382,90942
"2359","48143",2159,11205,68,378,446,-9046
"2360","48145",1682,3438,22,90,112,-1756
"2361","48147",2123,9536,46,267,313,-7413
"2362","48149",2127,8648,45,209,254,-6521
"2363","48151",403,1265,10,44,54,-862
"2364","48153",435,1473,3,47,50,-1038
"2365","48155",113,383,1,14,15,-270
"2366","48157",134475,117212,1782,6898,8680,17263
"2367","48159",665,3583,12,96,108,-2918
"2368","48161",1461,5995,13,139,152,-4534
"2369","48163",1401,1232,13,37,50,169
"2370","48165",597,3907,20,85,105,-3310
"2371","48167",45503,73566,885,4040,4925,-28063
"2372","48169",224,1223,7,21,28,-999
"2373","48171",2286,10445,61,331,392,-8159
"2374","48173",34,553,2,13,15,-519
"2375","48175",973,2618,21,101,122,-1645
"2376","48177",1567,4580,28,129,157,-3013
"2377","48179",699,6495,22,144,166,-5796
"2378","48181",10276,35274,263,1255,1518,-24998
"2379","48183",11623,28693,150,899,1049,-17070
"2380","48185",2194,7065,50,219,269,-4871
"2381","48187",18308,36495,409,2008,2417,-18187
"2382","48189",2090,6347,42,323,365,-4257
"2383","48191",164,891,0,34,34,-727
"2384","48193",479,3056,10,64,74,-2577
"2385","48195",171,1730,9,37,46,-1559
"2386","48197",249,1207,7,48,55,-958
"2387","48199",2779,19600,41,348,389,-16821
"2388","48201",706471,544960,11755,39701,51456,161511
"2389","48203",7130,18712,75,447,522,-11582
"2390","48205",172,1727,3,43,46,-1555
"2391","48207",314,1403,6,42,48,-1089
"2392","48209",33117,33730,1055,3622,4677,-613
"2393","48211",181,1460,2,44,46,-1279
"2394","48213",5649,23574,101,531,632,-17925
"2395","48215",118739,48608,1855,3788,5643,70131
"2396","48217",2535,10075,40,256,296,-7540
"2397","48219",1257,5793,33,199,232,-4536
"2398","48221",4001,21367,113,639,752,-17366
"2399","48223",2508,10704,44,220,264,-8196
"2400","48225",1978,6205,29,90,119,-4227
"2401","48227",1768,6635,56,233,289,-4867
"2402","48229",324,503,6,38,44,-179
"2403","48231",6301,23866,161,857,1018,-17565
"2404","48233",854,7039,23,210,233,-6185
"2405","48235",90,660,1,9,10,-570
"2406","48237",314,2973,10,42,52,-2659
"2407","48239",904,4266,27,78,105,-3362
"2408","48241",2582,10578,37,154,191,-7996
"2409","48243",422,694,17,42,59,-272
"2410","48245",42404,42828,420,1711,2131,-424
"2411","48247",1635,430,12,42,54,1205
"2412","48249",6688,5411,40,207,247,1277
"2413","48251",10976,44370,322,1602,1924,-33394
"2414","48253",935,4815,21,161,182,-3880
"2415","48255",1144,2959,12,70,82,-1815
